Variant 5
b
x0 = 0.5, y0 = -0.1
Simple iteration method
Fi1(x,y)=sin(x + 0.5) - 1
Fi2(x,y)=-cos(y - 2)

Jacobian:
cos(x + 0.5) 0
0            sin(y - 2)

Values:
  0.540302   0.000000 
  0.000000  -0.863209 
                               Error
  Itr |    x     |     y     | Estimate     |      F1    |      F2    | Jacobian norm 
   1  | 0.504846 | -0.158529 | 4.969799e-02 |  2.608e-03 | -4.963e-02 | 0.832200
   2  | 0.554476 | -0.155921 | 2.565417e-02 |  2.556e-02 |  2.173e-03 | 0.833643
   3  | 0.552303 | -0.130359 | 2.151456e-02 | -1.075e-03 |  2.149e-02 | 0.847488
   4  | 0.530815 | -0.131433 | 1.088654e-02 | -1.085e-02 | -9.105e-04 | 0.846917
   5  | 0.531726 | -0.142282 | 9.168159e-03 |  4.677e-04 | -9.156e-03 | 0.841099
   6  | 0.540882 | -0.141814 | 4.680769e-03 |  4.664e-03 |  3.935e-04 | 0.841351
   7  | 0.540488 | -0.137150 | 3.935131e-03 | -1.989e-04 |  3.930e-03 | 0.843863
   8  | 0.536558 | -0.137349 | 2.001549e-03 | -1.994e-03 | -1.679e-04 | 0.843756
   9  | 0.536726 | -0.139343 | 1.683971e-03 |  8.547e-05 | -1.682e-03 | 0.842684
  10  | 0.538408 | -0.139258 | 8.579163e-04 |  8.549e-04 |  7.202e-05 | 0.842730
  11  | 0.538336 | -0.138403 | 7.215633e-04 | -3.656e-05 |  7.206e-04 | 0.843190
  12  | 0.537615 | -0.138439 | 3.673538e-04 | -3.661e-04 | -3.083e-05 | 0.843171
  13  | 0.537646 | -0.138805 | 3.090108e-04 |  1.567e-05 | -3.086e-04 | 0.842974
  14  | 0.537955 | -0.138790 | 1.573666e-04 |  1.568e-04 |  1.321e-05 | 0.842982
  15  | 0.537942 | -0.138633 | 1.323659e-04 | -6.710e-06 |  1.322e-04 | 0.843066
  16  | 0.537809 | -0.138640 | 6.740002e-05 | -6.716e-05 | -5.657e-06 | 0.843063
  17  | 0.537815 | -0.138707 | 5.669367e-05 |  2.874e-06 | -5.662e-05 | 0.843027

Newton method

Derivatives matrix:
cos(x + 0.5) -1
1            sin(y - 2)
                               Error
  Itr |    x     |     y     | Estimate     |      F1    |      F2    
   1  | 0.537759 | -0.138128 | 7.114129e-04 | -6.046e-04 |  3.749e-04
   2  | 0.537853 | -0.138685 | 8.335351e-08 | -3.847e-09 |  8.326e-08
   3  | 0.537853 | -0.138685 | 1.373270e-15 | -1.332e-15 |  3.331e-16

Newton method

Derivatives matrix:
cos(x + 0.5) -1
1            sin(y - 2)

Alpha0 = 1 Lambda0 = 0.500

                               Error
  Itr |    x     |     y     | Estimate     |      F1    |      F2    |     FF    | k |   Alpha
  27  | 0.537540 | -0.139273 | 9.162150e-04 |  4.299e-04 | -8.091e-04 | 8.394e-07 | 1 | 0.500000
  28  | 0.538131 | -0.138162 | 8.138011e-04 | -3.818e-04 |  7.187e-04 | 6.623e-07 | 1 | 0.500000
  29  | 0.537606 | -0.139150 | 7.235179e-04 |  3.395e-04 | -6.389e-04 | 5.235e-07 | 1 | 0.500000
  30  | 0.538072 | -0.138272 | 6.427113e-04 | -3.015e-04 |  5.676e-04 | 4.131e-07 | 1 | 0.500000
  31  | 0.537658 | -0.139052 | 5.713555e-04 |  2.681e-04 | -5.046e-04 | 3.264e-07 | 1 | 0.500000
  32  | 0.538026 | -0.138358 | 5.075855e-04 | -2.381e-04 |  4.483e-04 | 2.576e-07 | 1 | 0.500000
  33  | 0.537699 | -0.138975 | 4.511985e-04 |  2.117e-04 | -3.985e-04 | 2.036e-07 | 1 | 0.500000
  34  | 0.537990 | -0.138427 | 4.008658e-04 | -1.881e-04 |  3.540e-04 | 1.607e-07 | 1 | 0.500000
  35  | 0.537731 | -0.138914 | 3.563134e-04 |  1.672e-04 | -3.147e-04 | 1.270e-07 | 1 | 0.500000
  36  | 0.537961 | -0.138481 | 3.165818e-04 | -1.485e-04 |  2.796e-04 | 1.002e-07 | 1 | 0.500000
  37  | 0.537757 | -0.138865 | 2.813839e-04 |  1.320e-04 | -2.485e-04 | 7.918e-08 | 1 | 0.500000
  38  | 0.537938 | -0.138524 | 2.500178e-04 | -1.173e-04 |  2.208e-04 | 6.251e-08 | 1 | 0.500000
  39  | 0.537777 | -0.138827 | 2.222124e-04 |  1.043e-04 | -1.962e-04 | 4.938e-08 | 1 | 0.500000
  40  | 0.537920 | -0.138558 | 1.974486e-04 | -9.263e-05 |  1.744e-04 | 3.899e-08 | 1 | 0.500000
  41  | 0.537793 | -0.138797 | 1.754846e-04 |  8.233e-05 | -1.550e-04 | 3.079e-08 | 1 | 0.500000
  42  | 0.537906 | -0.138584 | 1.559322e-04 | -7.316e-05 |  1.377e-04 | 2.431e-08 | 1 | 0.500000
  43  | 0.537806 | -0.138774 | 1.385833e-04 |  6.502e-05 | -1.224e-04 | 1.921e-08 | 1 | 0.500000
  44  | 0.537895 | -0.138605 | 1.231449e-04 | -5.777e-05 |  1.088e-04 | 1.516e-08 | 1 | 0.500000
  45  | 0.537816 | -0.138755 | 1.094420e-04 |  5.135e-05 | -9.665e-05 | 1.198e-08 | 1 | 0.500000
  46  | 0.537886 | -0.138622 | 9.725147e-05 | -4.563e-05 |  8.588e-05 | 9.458e-09 | 1 | 0.500000
  47  | 0.537823 | -0.138740 | 8.642861e-05 |  4.055e-05 | -7.633e-05 | 7.470e-09 | 1 | 0.500000
  48  | 0.537879 | -0.138635 | 7.680249e-05 | -3.603e-05 |  6.783e-05 | 5.899e-09 | 1 | 0.500000
  49  | 0.537830 | -0.138728 | 6.825458e-05 |  3.202e-05 | -6.028e-05 | 4.659e-09 | 1 | 0.500000
  50  | 0.537874 | -0.138646 | 6.065322e-05 | -2.846e-05 |  5.356e-05 | 3.679e-09 | 1 | 0.500000

